Quarter,Minute,Second,Down,ToGo,YardLine,Outcome
3,11,31,3,18,18,2
3,11,23,4,18,18,0
3,11,8,1,10,45,1
3,11,3,2,10,45,1
3,7,31,0,0,35,0
3,7,24,1,10,26,1
3,6,53,1,10,37,0
3,6,11,2,7,40,0
3,1,19,0,0,35,0
3,1,19,1,10,25,1
3,0,50,1,10,37,0
3,0,32,1,17,30,0
3,0,0,0,0,0,0
4,15,0,2,11,36,1
4,14,18,1,10,49,0
4,13,28,1,10,18,1
4,12,45,2,3,25,0
4,12,0,1,10,35,2
4,11,50,1,10,35,0
4,11,6,2,10,35,1
4,6,23,0,0,35,0
4,4,46,1,10,1,0
4,4,7,2,7,4,1
4,3,27,3,3,8,0
4,2,44,4,2,9,0
4,2,33,1,10,39,0
4,2,0,0,0,0,0
4,2,0,2,15,34,0
4,1,53,0,0,0,0
4,1,53,3,11,38,0
4,1,45,0,0,0,0
4,1,45,4,5,44,0
4,1,39,1,10,27,0
4,1,7,2,13,24,1
4,1,2,3,13,24,1
4,0,56,4,13,24,1
4,0,0,0,0,0,0
4,0,0,0,0,0,0
1,15,0,0,0,35,0
1,14,54,1,10,24,1
1,14,51,2,10,24,1
1,14,27,3,3,31,0
1,14,5,1,10,36,2
1,11,28,0,0,35,0
1,11,14,0,0,35,0
1,11,14,1,10,25,2
1,10,37,1,10,48,0
1,6,15,0,0,35,0
1,6,15,1,10,25,1
1,5,35,2,3,32,1
1,5,0,3,1,34,0
1,4,27,1,10,36,2
2,5,42,1,10,39,0
2,5,15,2,4,45,0
2,4,50,1,10,49,0
2,3,29,0,0,35,0
2,3,25,1,10,15,1
2,2,46,1,10,38,0
2,2,12,2,5,43,1
2,2,0,0,0,0,0
2,1,51,1,10,78,0
2,1,4,0,0,0,0
2,0,59,0,0,0,0
2,0,59,0,0,0,0
2,0,57,0,0,35,0
2,0,52,1,10,24,1
2,0,48,2,10,24,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,15,0,1,10,25,0
1,15,0,0,0,35,0
1,15,0,1,10,25,1
1,14,24,2,2,33,0
1,13,40,3,4,31,1
1,12,57,4,6,29,0
1,12,45,1,10,26,0
1,12,27,1,5,31,1
1,11,53,1,10,36,1
1,11,19,2,7,39,0
3,14,19,2,7,28,0
3,13,42,3,1,34,0
3,13,4,1,10,36,0
3,12,43,1,15,31,1
3,12,38,2,15,31,2
3,12,32,3,15,31,1
3,12,23,4,15,31,0
3,12,16,1,10,16,1
3,11,30,1,10,35,1
3,11,1,2,5,40,0
3,10,22,1,10,45,0
3,9,43,2,7,48,1
3,9,38,3,7,48,2
3,9,32,4,7,48,0
3,9,24,1,10,2,0
3,8,44,2,11,1,1
3,7,59,1,10,14,0
3,7,19,2,11,13,2
3,7,14,3,11,13,2
3,7,9,4,11,13,0
3,4,15,0,0,35,0
3,4,15,1,10,25,0
3,4,6,2,7,28,0
3,3,25,3,4,31,2
3,0,0,0,0,0,0
4,14,53,0,0,35,0
4,14,49,0,0,30,0
4,14,49,1,10,25,0
4,14,5,2,13,22,0
4,13,21,3,20,15,1
4,13,15,4,20,15,0
4,11,31,1,10,20,0
4,11,1,2,8,22,2
4,10,28,3,1,44,1
4,10,0,1,10,47,1
4,9,53,2,10,47,1
4,9,40,0,0,35,0
4,9,40,1,10,25,1
4,9,13,2,2,33,1
4,7,14,0,0,35,0
4,7,14,1,10,25,1
4,6,41,1,10,36,0
4,6,0,2,12,34,0
4,5,11,3,9,37,0
4,4,30,4,18,28,0
4,4,19,1,10,16,1
4,3,39,2,7,19,2
4,2,59,1,10,46,0
4,2,18,2,13,43,2
4,2,12,3,13,43,2
4,2,7,0,0,0,0
4,2,7,4,13,43,1
4,2,0,0,0,0,0
1,15,0,1,10,25,1
1,14,34,1,20,15,1
1,13,51,2,15,20,0
1,13,8,3,13,22,1
1,12,30,4,15,20,0
1,12,19,4,20,15,0
1,12,6,0,0,85,0
1,12,6,0,0,35,0
1,12,6,1,10,25,0
1,11,34,2,6,29,0
1,10,53,3,9,26,2
1,8,45,1,10,10,1
1,8,7,2,6,14,1
1,7,31,3,3,17,0
1,7,2,0,0,0,0
1,7,2,3,8,12,1
1,6,43,3,13,7,0
1,5,59,4,2,18,0
1,5,52,1,10,36,1
1,5,21,2,7,39,0
1,4,36,3,5,41,2
1,2,24,0,0,35,0
1,2,17,1,10,33,1
1,1,37,2,1,42,0
1,0,57,1,10,45,1
1,0,30,1,20,35,0
1,0,16,1,25,30,1
1,0,12,2,25,30,1
1,0,0,0,0,0,0
2,15,0,3,21,34,1
2,14,55,4,21,34,0
2,14,46,1,10,2,0
2,14,11,2,8,4,1
2,13,42,3,1,11,0
2,13,0,1,10,13,0
2,12,29,2,7,16,1
2,11,56,3,4,19,1
2,11,17,4,2,21,0
2,11,9,1,10,20,0
2,10,39,2,4,26,1
3,2,47,1,10,13,0
3,2,24,1,16,7,1
3,1,36,1,10,25,1
3,0,57,0,0,0,0
3,0,57,2,4,31,0
3,0,14,3,3,32,1
3,0,9,4,3,32,0
3,0,0,0,0,0,0
4,15,0,1,10,22,1
4,14,40,1,10,35,2
4,11,51,0,0,35,0
4,11,51,1,10,22,1
2,14,10,3,9,86,0
2,13,23,1,10,33,0
2,12,53,2,10,33,0
2,12,35,2,5,38,0
2,12,13,2,10,33,1
2,11,36,3,4,39,1
2,8,23,0,0,0,0
2,7,0,0,0,35,0
2,7,0,1,10,25,1
2,6,34,1,15,20,0
2,2,0,0,0,0,0
2,0,49,0,0,0,0
2,0,43,0,0,35,0
2,0,37,1,10,27,1
2,0,32,2,3,34,2
2,0,11,0,0,0,0
2,0,5,1,10,83,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,14,54,1,10,33,0
3,14,16,2,5,38,1
3,13,54,1,10,45,1
3,10,16,1,10,34,1
3,9,45,1,10,47,1
3,9,42,2,10,47,0
3,6,39,0,0,35,0
3,6,34,1,10,20,0
3,6,6,2,8,22,2
3,5,58,3,8,22,1
3,3,18,0,0,0,0
3,3,7,1,10,3,1
3,2,31,2,2,11,1
3,2,5,1,10,44,0
3,1,38,2,8,46,1
3,0,14,0,0,0,0
4,13,11,0,0,35,0
4,13,4,1,10,20,0
4,12,23,2,7,23,0
4,11,38,3,4,26,2
4,11,31,4,4,26,0
4,11,22,1,10,35,1
4,10,46,2,13,32,1
4,10,14,3,1,44,1
4,10,11,4,1,44,1
4,7,2,1,10,22,0
4,6,17,2,2,30,0
4,5,34,1,10,34,0
4,4,44,1,10,59,0
4,3,40,0,0,0,0
4,2,0,0,0,0,0
4,1,54,0,0,0,0
4,1,50,0,0,35,0
4,1,50,1,10,25,1
1,15,0,0,0,35,0
1,15,0,1,10,25,0
1,14,25,2,3,32,2
1,13,19,2,16,44,1
1,11,54,4,1,59,0
1,9,47,0,0,35,0
1,9,47,1,10,25,1
1,9,16,1,10,43,0
1,8,36,2,11,42,0
1,7,58,3,9,44,2
1,4,7,0,0,35,0
1,4,7,1,10,25,0
1,3,33,2,10,25,1
1,0,21,0,0,35,0
1,0,21,1,10,25,1
1,0,0,0,0,0,0
2,15,0,2,11,24,1
2,14,23,3,5,30,0
2,13,47,1,10,41,0
2,13,8,2,7,44,1
2,12,11,1,15,46,1
2,7,40,0,0,0,0
2,7,35,0,0,35,0
2,7,30,1,10,24,2
2,7,22,2,10,24,0
2,6,38,3,10,24,0
2,6,19,3,15,19,2
2,6,12,4,15,19,0
2,6,1,1,10,29,1
2,5,57,2,10,29,2
2,4,6,0,0,35,0
2,4,6,1,10,25,0
2,3,27,2,11,24,1
2,2,53,3,5,30,1
2,2,22,1,10,45,0
2,2,0,0,0,0,0
2,1,31,0,0,0,0
2,1,31,1,10,80,2
2,1,26,0,0,35,0
2,1,26,1,10,25,1
2,1,1,2,4,31,2
2,0,54,3,4,31,0
2,0,46,4,1,34,0
2,0,36,1,10,20,0
2,0,28,1,10,45,1
2,0,22,0,0,0,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,15,0,1,10,25,1
3,14,48,0,0,35,0
3,14,48,1,10,25,0
3,14,12,2,9,26,2
3,13,40,1,10,44,0
3,13,4,2,6,48,0
3,12,11,1,10,20,0
3,11,36,1,10,39,1
3,10,59,2,2,47,0
3,9,38,0,0,0,0
3,8,14,0,0,35,0
3,8,14,1,10,25,0
3,7,38,2,8,27,1
3,7,33,3,8,27,0
3,6,47,4,10,25,0
3,6,34,1,10,39,0
3,6,34,1,15,34,1
3,6,29,2,15,34,0
3,6,26,3,15,34,0
3,5,47,4,16,33,0
3,5,36,1,10,16,0
3,4,55,2,4,22,1
3,4,47,3,4,22,1
3,4,26,1,10,28,0
3,4,1,2,2,36,0
3,3,20,1,10,42,0
3,2,35,0,0,0,0
3,2,35,2,17,35,0
3,2,35,2,22,30,1
3,1,54,3,17,35,1
3,1,13,4,8,44,0
3,1,4,1,10,19,0
3,0,20,2,21,8,0
3,0,0,0,0,0,0
4,15,0,3,15,14,0
4,14,20,4,23,6,0
4,14,9,1,10,46,2
4,14,2,2,10,46,1
4,13,21,3,8,48,1
4,1,46,1,10,29,1
4,1,15,2,1,38,1
4,0,49,1,10,49,2
4,0,42,2,10,49,1
2,1,3,0,0,35,0
2,1,3,1,10,25,2
2,0,56,2,10,25,2
2,0,37,1,10,44,1
2,0,32,2,10,44,2
2,0,2,0,0,35,0
2,0,0,0,0,0,0
4,11,48,2,10,22,0
4,11,8,0,0,0,0
4,11,8,3,4,28,1
4,11,4,4,4,28,0
4,10,55,1,10,19,1
4,10,52,2,10,19,1
4,10,27,3,2,27,0
4,9,47,4,1,28,2
4,0,0,0,0,0,0
1,15,0,0,0,35,0
1,15,0,1,10,25,0
1,14,29,2,5,30,1
1,13,54,1,10,42,1
1,11,47,0,0,35,0
1,11,40,1,10,25,0
1,11,11,2,6,29,0
1,10,48,1,10,37,0
1,10,5,2,19,28,1
1,9,25,3,14,33,2
1,9,4,1,10,49,0
1,8,16,2,28,31,1
1,7,38,0,0,0,0
1,7,38,3,15,44,1
1,6,54,1,10,20,0
1,6,20,2,5,25,0
1,5,43,3,5,25,1
1,5,40,4,5,25,0
1,5,28,1,10,28,0
1,4,52,2,11,27,1
1,2,4,0,0,35,0
1,1,59,1,10,31,0
1,1,17,2,8,33,1
1,0,55,1,10,45,2
1,0,0,0,0,0,0
2,14,51,1,10,9,1
2,14,12,1,10,19,0
2,13,30,2,5,24,2
2,13,25,3,5,24,1
2,13,21,4,5,24,0
2,13,6,1,10,38,1
2,11,34,0,0,0,0
2,11,25,1,10,7,1
2,11,20,2,10,7,1
2,11,17,3,10,7,0
2,10,48,4,9,8,0
2,6,45,0,0,35,0
2,6,45,1,10,25,0
2,6,7,2,12,23,0
2,5,24,3,7,28,1
2,4,53,1,10,35,0
2,4,17,2,8,37,0
2,3,46,1,10,46,0
2,2,0,0,0,0,0
2,0,58,0,0,0,0
2,0,50,1,10,20,1
2,0,5,2,15,15,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,15,0,1,10,25,0
3,14,31,2,4,31,0
3,13,56,1,10,37,1
3,13,34,1,15,32,2
3,13,28,2,15,32,1
3,9,17,0,0,35,0
3,9,11,1,10,22,1
3,9,8,2,10,22,0
3,8,26,3,5,27,1
3,8,22,4,5,27,0
3,8,9,1,10,25,2
3,7,59,0,0,0,0
3,7,59,2,10,25,0
3,7,23,3,5,30,1
3,7,20,4,5,30,0
3,7,13,1,10,18,0
3,6,37,2,9,19,1
3,5,54,3,4,24,1
3,5,42,0,0,35,0
3,5,42,1,10,25,0
3,5,15,2,1,34,0
3,4,54,3,1,34,0
3,4,33,1,10,36,2
3,0,56,0,0,35,0
3,0,56,1,10,25,0
3,0,20,2,10,25,1
3,0,0,0,0,0,0
4,15,0,3,7,28,1
4,14,13,4,1,34,0
4,14,1,1,10,25,0
4,13,33,2,7,28,0
4,13,5,2,17,18,0
4,12,47,2,26,9,0
4,12,8,3,23,12,0
4,11,28,4,13,22,0
4,11,18,1,10,19,0
4,10,34,1,10,29,2
1,13,52,2,8,37,1
1,13,18,2,13,32,1
1,12,41,3,13,32,0
1,12,13,3,18,27,1
1,12,9,4,18,27,0
1,11,56,1,10,18,0
1,11,16,2,9,19,1
1,10,33,3,4,24,1
1,10,30,4,4,24,0
1,10,22,1,10,35,1
1,10,19,2,10,35,0
1,9,44,3,1,44,0
1,9,10,4,3,42,0
1,9,4,1,10,14,1
1,8,46,1,10,32,0
1,8,20,2,7,35,1
1,8,16,3,7,35,1
1,6,51,0,0,0,0
1,4,6,0,0,35,0
1,2,26,0,0,35,0
1,2,26,1,10,25,2
1,1,57,1,10,45,0
1,1,26,2,7,48,1
1,1,21,3,7,48,1
1,0,5,1,10,31,0
1,0,0,0,0,0,0
2,15,0,2,7,34,1
4,0,46,0,0,0,0
4,0,30,0,0,0,0
4,0,18,0,0,0,0
4,0,11,1,10,19,0
4,0,0,0,0,0,0
1,15,0,0,0,35,0
2,14,15,3,8,33,0
2,13,37,4,4,37,0
2,13,28,1,10,10,2
2,13,21,2,10,10,0
2,12,41,3,12,8,0
2,12,23,4,6,14,0
2,12,12,1,10,38,2
2,10,3,0,0,35,0
2,9,55,1,10,27,0
2,9,21,2,7,30,2
2,9,15,3,7,30,1
2,8,40,1,10,41,1
2,7,58,2,6,45,0
2,5,57,0,0,0,0
2,5,50,1,10,40,0
2,5,13,2,5,45,0
2,1,8,0,0,0,0
1,4,6,1,10,25,0
1,3,25,1,10,37,1
1,2,59,1,10,49,0
1,0,0,0,0,0,0
2,11,41,0,0,35,0
2,11,41,1,10,25,0
2,11,4,2,10,25,1
2,10,34,3,1,34,1
2,9,27,1,10,6,1
2,8,45,2,5,11,0
2,8,0,3,4,12,2
2,7,52,4,4,12,0
2,7,42,1,10,38,0
2,7,4,2,9,39,1
2,4,8,1,10,38,1
2,2,2,1,10,12,1
2,1,57,0,0,0,0
2,1,57,2,4,18,1
2,1,40,1,10,23,1
2,1,19,1,10,36,2
2,1,14,2,10,36,1
2,0,47,3,5,41,0
2,0,28,3,10,36,0
2,0,12,0,0,0,0
2,0,8,0,0,0,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,15,0,1,10,25,0
3,14,25,2,3,32,0
3,14,2,1,10,40,2
3,12,9,0,0,0,0
3,10,40,0,0,35,0
3,10,40,1,10,25,0
3,9,57,2,10,25,1
3,9,21,3,4,31,1
3,8,42,1,10,36,0
3,8,6,2,1,45,0
3,4,37,0,0,35,0
3,4,37,1,10,25,0
3,4,4,2,8,27,1
3,3,38,1,10,40,1
3,3,31,1,10,49,0
3,2,50,2,11,48,0
3,2,0,1,10,28,1
3,0,0,0,0,0,0
4,12,48,0,0,35,0
4,12,48,1,10,25,0
4,12,12,1,10,38,0
4,11,30,2,8,40,2
4,9,14,1,10,38,0
4,8,42,2,6,42,0
4,8,4,0,0,0,0
4,6,37,0,0,35,0
4,6,29,1,10,10,0
4,5,52,2,17,3,0
4,5,12,3,10,10,0
4,4,32,4,18,2,0
4,4,23,1,10,47,0
4,3,39,2,12,45,0
4,2,46,1,10,43,0
4,2,6,2,8,45,0
4,1,54,0,0,0,0
4,1,54,2,15,45,1
4,1,48,3,15,45,2
4,0,33,0,0,0,0
4,0,33,0,0,0,0
4,0,27,1,10,20,0
4,0,0,0,0,0,0
1,15,0,0,0,35,0
1,15,0,1,10,25,0
1,14,32,2,3,32,0
1,13,52,3,2,33,1
1,13,11,1,10,38,1
1,12,33,2,4,44,1
1,12,1,1,10,49,1
1,10,40,1,10,20,0
1,10,3,2,9,21,1
1,9,58,2,9,21,2
1,9,53,3,9,21,2
1,9,42,0,0,35,0
1,9,42,1,10,25,0
1,9,21,2,5,30,1
1,8,20,2,8,38,0
1,7,28,3,22,24,1
1,6,50,4,11,35,0
1,6,37,1,10,10,1
1,6,13,1,10,21,0
1,5,44,1,20,11,0
1,4,59,2,29,2,1
1,4,20,3,19,12,1
1,3,41,4,9,22,0
1,3,30,1,10,42,1
1,3,7,1,10,53,0
4,5,56,0,0,0,0
4,4,19,0,0,35,0
4,4,19,1,10,25,1
4,4,15,2,10,25,1
4,4,9,1,10,38,2
4,4,2,2,10,38,2
4,2,48,0,0,35,0
4,2,47,1,10,23,0
4,2,4,2,7,26,0
4,2,0,0,0,0,0
4,2,0,3,5,28,0
4,1,55,0,0,0,0
4,1,55,4,1,32,0
4,1,42,1,10,18,1
4,1,24,2,1,27,1
4,1,19,1,10,35,1
4,1,15,1,10,45,1
1,0,0,0,0,0,0
4,0,0,0,0,0,0
1,15,0,0,0,35,0
1,15,0,1,10,25,0
1,14,23,2,6,29,0
1,13,49,1,10,48,1
1,13,46,2,10,48,1
1,13,2,3,10,48,1
1,12,58,4,10,48,0
1,12,49,1,10,11,1
1,12,25,1,10,26,1
1,11,52,2,1,35,2
1,11,11,0,0,0,0
1,10,31,0,0,35,0
1,10,31,1,10,25,0
1,9,50,2,6,29,0
1,9,14,3,3,32,1
1,8,35,1,10,46,0
1,7,54,2,9,47,2
1,3,45,2,9,65,2
1,3,39,0,0,0,0
1,2,55,1,10,6,0
1,2,21,2,6,10,0
1,1,47,3,4,12,1
1,1,43,4,4,12,0
1,1,32,1,10,41,0
1,0,49,2,8,43,0
1,0,21,3,4,47,1
1,0,2,1,10,29,0
1,0,2,1,15,24,0
1,0,0,0,0,0,0
2,15,0,2,14,25,1
2,14,54,3,14,25,2
2,14,48,4,14,25,0
2,14,37,1,10,40,1
2,14,0,1,10,54,0
2,12,27,1,10,5,0
2,11,8,3,1,14,0
2,10,33,1,10,15,0
2,9,55,2,10,15,2
2,9,48,3,10,15,1
2,9,12,1,10,26,0
2,8,29,2,1,35,1
2,7,51,1,10,48,0
2,4,16,0,0,0,0
2,4,8,1,10,20,1
2,3,30,2,1,29,0
2,2,0,0,0,0,0
2,1,55,0,0,35,0
2,1,55,1,10,25,1
2,1,51,2,10,25,1
2,1,47,3,10,25,2
2,1,39,4,10,25,0
2,1,32,1,10,32,0
2,1,4,1,10,47,2
2,0,58,2,10,47,1
2,0,4,0,0,0,0
3,15,0,0,0,35,0
3,15,0,1,10,25,1
3,14,30,1,10,48,1
3,10,37,0,0,35,0
3,10,32,1,10,23,1
3,9,59,2,7,26,0
3,9,19,3,8,25,1
3,9,13,4,8,25,0
3,9,0,1,10,39,1
3,8,57,2,10,39,1
3,8,19,3,4,45,2
3,8,14,3,4,45,0
3,7,41,3,13,36,0
3,7,2,4,24,25,0
3,5,35,0,0,0,0
3,5,27,1,10,12,0
3,4,49,2,5,17,0
3,4,6,1,10,23,2
3,0,58,0,0,35,0
3,0,51,1,10,35,1
3,0,0,0,0,0,0
3,0,0,0,0,0,0
4,14,54,0,0,0,0
4,10,44,1,10,3,1
4,10,2,2,8,5,1
4,9,59,3,8,5,1
4,9,27,4,7,6,0
4,9,13,1,10,47,1
4,8,56,2,10,58,1
4,8,35,1,10,20,0
4,8,35,1,15,15,1
4,8,30,2,15,15,1
4,7,49,3,5,25,1
4,7,46,4,5,25,0
4,7,36,1,10,27,0
4,7,36,1,15,22,1
4,7,3,1,10,37,2
4,7,0,2,10,37,0
4,6,17,3,19,28,0
4,6,5,3,24,23,1
4,5,27,4,6,41,0
4,5,19,1,10,15,0
4,4,48,2,2,23,0
4,4,7,1,10,32,0
4,3,28,2,7,35,1
4,3,25,3,7,35,2
4,3,19,4,7,35,0
4,3,9,1,10,14,1
4,2,34,1,10,34,1
4,2,12,2,3,41,2
4,1,27,1,10,49,0
4,0,51,2,11,48,0
4,0,22,3,12,47,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
1,15,0,0,0,35,0
1,15,0,1,10,25,0
1,14,26,2,5,30,2
1,13,47,1,10,63,0
1,10,9,0,0,0,0
1,9,22,0,0,35,0
1,9,15,1,10,26,0
1,8,36,2,11,25,1
1,8,0,1,10,37,1
1,5,39,1,10,26,0
1,3,5,0,0,35,0
1,2,58,1,10,14,0
1,2,14,2,6,18,2
3,15,0,0,0,35,0
2,2,23,0,0,35,0
2,2,23,1,10,25,1
2,2,4,1,10,35,1
2,1,59,0,0,0,0
2,1,59,2,7,38,1
2,1,52,1,10,45,2
2,1,47,2,10,45,1
2,0,30,1,10,22,0
2,0,25,0,0,0,0
2,0,25,2,7,25,0
2,0,18,0,0,0,0
2,0,18,3,4,28,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,15,0,1,10,25,1
3,14,21,1,10,47,0
3,13,47,2,11,46,0
3,11,53,0,0,0,0
3,11,39,0,0,35,0
3,11,39,1,10,25,1
3,11,5,1,10,41,0
3,10,39,2,11,40,1
3,9,53,3,6,45,1
3,9,48,4,6,45,0
3,9,40,1,10,5,0
3,9,6,2,2,13,0
3,8,45,1,10,16,2
3,8,5,1,10,37,2
3,5,12,1,10,39,0
3,4,28,2,5,44,0
3,3,45,2,20,40,1
3,3,41,3,20,40,1
3,2,48,1,10,10,0
3,2,48,1,15,5,1
3,2,9,2,8,12,2
3,2,1,3,8,12,1
3,1,56,4,8,12,0
3,1,46,1,10,43,0
3,0,0,0,0,0,0
4,13,9,1,10,12,2
4,13,5,2,10,12,1
4,12,31,3,4,18,1
4,12,26,4,4,18,1
4,11,55,1,10,26,1
4,11,24,2,1,35,1
4,11,1,1,10,44,0
4,10,29,2,15,39,1
4,7,10,1,10,26,0
4,6,27,2,11,25,0
4,5,51,1,10,36,0
4,5,9,2,3,43,0
4,4,23,3,1,45,0
4,3,43,0,0,0,0
4,3,39,0,0,0,0
4,3,31,0,0,0,0
4,1,58,0,0,0,0
4,1,46,1,10,2,1
4,1,23,2,2,10,1
4,1,2,1,10,25,1
1,2,7,3,6,18,0
1,1,31,1,10,43,0
1,0,0,0,0,0,0
2,14,12,0,0,35,0
2,14,12,1,10,25,1
2,14,9,2,10,25,1
2,13,35,1,10,38,1
2,12,56,2,9,39,0
2,12,19,3,7,41,0
2,11,29,4,17,31,0
2,11,17,1,10,26,2
2,11,9,2,10,26,1
2,10,32,3,4,32,2
2,10,25,4,4,32,0
2,10,13,1,10,16,0
2,9,55,1,10,21,0
2,9,22,2,4,27,0
2,8,55,2,14,17,1
2,8,23,3,10,21,2
2,8,18,4,10,21,0
2,8,10,1,10,30,0
2,4,13,0,0,35,0
2,4,7,1,10,21,0
2,3,31,1,10,35,1
2,3,1,1,10,48,0
2,2,0,0,0,0,0
3,12,3,1,10,18,0
3,11,25,2,9,19,1
3,10,51,0,0,0,0
3,10,51,3,1,27,0
3,10,10,1,10,29,2
3,10,4,2,10,29,0
3,9,8,0,0,35,0
3,9,8,1,10,25,1
3,8,36,1,10,47,0
3,7,56,2,8,49,1
3,6,19,0,0,35,0
3,6,13,1,10,20,1
3,5,34,1,10,35,1
3,4,58,2,5,40,1
2,0,9,0,0,35,0
2,0,4,1,10,25,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,15,0,1,10,25,0
3,14,17,2,6,29,2
3,14,13,1,10,42,0
3,13,51,2,7,45,0
3,13,8,3,7,45,2
3,13,3,4,7,45,0
3,12,55,1,10,24,1
3,12,16,2,1,33,0
3,11,36,1,10,39,1
3,11,32,2,10,39,1
3,9,12,0,0,35,0
3,9,12,1,10,25,0
3,8,34,2,12,23,1
3,8,1,3,3,32,1
3,7,58,4,3,32,0
3,7,50,1,10,16,1
3,7,46,2,10,16,0
3,7,1,0,0,0,0
3,7,1,3,5,21,1
3,6,56,4,5,21,0
3,6,50,1,10,28,1
3,6,44,2,10,28,0
3,6,4,1,10,42,0
3,5,23,2,14,38,1
3,4,40,3,7,45,1
3,3,16,0,0,35,0
3,3,16,1,10,25,0
3,0,0,0,0,0,0
4,14,13,0,0,35,0
4,14,8,1,10,21,1
4,13,31,2,1,30,0
4,12,48,1,10,44,1
4,9,0,1,10,1,0
4,8,22,2,3,8,0
4,7,39,1,10,18,0
4,6,57,2,6,22,1
4,6,25,1,10,31,0
4,5,59,1,10,47,0
4,5,2,1,10,11,1
4,4,38,1,10,23,2
4,4,34,2,10,23,1
4,4,26,3,8,25,0
4,3,40,1,10,36,1
4,3,9,2,2,44,1
4,1,59,0,0,0,0
4,0,20,1,10,21,0
4,0,0,0,0,0,0
1,15,0,0,0,35,0
1,15,0,1,10,25,1
1,14,27,1,10,39,0
1,13,51,2,11,38,1
1,13,47,3,11,38,1
1,13,13,4,14,35,0
1,13,4,1,10,17,0
1,12,26,2,6,21,2
1,12,22,3,6,21,1
1,12,17,4,6,21,0
1,12,9,1,10,45,1
1,11,57,0,0,35,0
1,11,51,1,10,15,1
1,11,24,2,5,20,2
1,8,30,0,0,35,0
1,8,30,1,10,25,1
1,8,24,2,10,25,1
1,8,18,3,10,25,0
1,8,18,3,15,20,1
1,7,38,1,10,36,0
1,6,57,2,7,39,0
4,0,35,2,1,34,1
4,0,13,1,10,43,1
4,0,0,0,0,0,0
1,15,0,0,0,35,0
1,15,0,1,10,25,1
1,14,57,2,10,25,0
1,14,15,3,6,29,0
1,13,39,4,11,24,0
1,13,32,1,10,35,0
1,12,54,2,8,37,0
1,12,8,3,16,29,0
1,11,34,4,8,37,0
1,11,21,1,10,16,1
1,10,44,1,10,32,2
1,10,39,2,10,32,0
1,10,0,3,7,35,1
1,9,21,1,10,45,0
1,8,40,2,12,43,0
1,7,57,3,8,47,0
1,7,29,3,13,42,2
1,7,22,1,10,47,1
1,6,16,1,25,42,1
4,2,23,0,0,0,0
4,2,0,0,0,0,0
4,0,31,0,0,0,0
4,0,28,0,0,35,0
4,0,28,1,10,25,1
4,0,12,1,10,35,0
4,0,11,2,10,35,1
4,0,7,1,10,49,1
1,15,0,0,0,35,0
1,15,0,1,10,25,1
1,14,27,2,3,32,1
1,13,49,1,10,36,1
1,13,17,1,10,46,1
1,9,9,0,0,35,0
1,9,9,1,10,25,0
1,8,33,2,12,23,1
1,8,27,3,12,23,2
1,8,22,4,12,23,0
1,8,13,1,10,40,0
1,8,3,0,0,35,0
1,8,3,1,10,25,0
1,7,26,2,15,20,0
1,7,7,2,20,15,1
1,7,2,3,20,15,2
1,6,55,4,20,15,0
1,7,48,3,9,47,0
1,7,2,1,10,10,0
1,6,42,1,10,23,1
1,6,39,2,10,23,0
1,5,22,0,0,35,0
1,5,17,1,10,24,0
1,4,44,2,2,32,1
1,4,38,3,2,32,0
1,3,59,1,10,35,1
1,3,20,2,11,34,1
1,0,0,0,0,0,0
2,14,18,0,0,0,0
2,14,13,0,0,35,0
2,14,13,1,10,25,2
2,14,4,2,10,25,0
2,13,24,3,4,31,0
2,12,45,1,10,40,1
4,7,27,0,0,0,0
4,6,56,0,0,35,0
4,6,56,1,10,25,1
4,6,41,1,10,35,1
4,6,26,2,6,39,1
4,6,2,1,10,46,2
4,5,52,1,10,20,0
4,5,48,0,0,0,0
4,5,48,2,11,19,0
4,5,42,0,0,0,0
4,5,42,3,10,20,2
4,5,36,4,10,20,0
4,5,30,1,10,40,1
4,5,27,2,10,40,1
4,2,14,0,0,35,0
4,2,9,1,10,21,1
4,2,0,0,0,0,0
4,2,0,2,5,26,0
4,1,37,3,15,16,1
4,1,9,4,5,26,1
4,0,30,0,0,85,0
4,0,30,0,0,35,0
4,0,26,1,10,23,0
4,0,0,0,0,0,0
1,15,0,0,0,35,0
1,14,55,1,10,15,0
1,14,18,1,10,30,0
1,13,36,2,10,30,1
1,13,31,3,10,30,2
1,13,25,4,10,30,0
1,13,17,1,10,24,1
1,13,13,2,10,24,1
1,13,9,3,10,24,0
1,12,37,1,10,29,0
1,12,0,2,1,38,0
1,11,22,1,10,40,1
1,11,17,1,10,40,0
1,10,46,1,20,30,2
1,10,32,1,10,50,1
1,7,35,0,0,35,0
1,7,29,1,10,37,1
1,7,25,2,10,37,0
1,7,25,2,15,32,0
1,6,35,3,14,33,2
1,6,30,4,14,33,0
1,6,22,0,0,35,0
