Quarter,Minute,Second,Down,ToGo,YardLine,Outcome
3,14,0,1,15,63,1
3,14,18,1,10,68,0
2,0,3,4,19,75,0
4,2,0,1,10,55,1
2,0,16,3,18,76,0
2,0,35,2,20,74,1
2,0,39,1,20,74,1
2,0,45,1,10,84,1
2,1,23,2,6,70,1
2,2,0,1,10,66,0
2,2,2,2,3,61,0
2,2,21,2,8,56,0
3,2,47,4,4,82,0
3,3,29,3,12,74,1
3,4,12,2,11,75,0
3,4,54,1,10,76,0
3,5,36,0,0,90,0
3,5,36,0,0,85,0
3,5,44,2,8,87,0
3,6,25,1,10,85,0
3,7,5,3,1,83,0
3,7,26,2,8,76,0
3,8,6,1,10,74,0
3,8,32,2,5,66,0
3,9,14,1,10,61,0
3,9,46,3,2,54,1
3,10,32,2,5,51,0
3,11,50,4,3,66,1
3,12,34,3,11,58,1
3,12,39,2,11,58,2
2,0,2,1,10,82,0
1,12,35,1,10,67,0
4,1,5,4,10,74,2
4,1,8,3,10,74,1
4,1,15,2,10,74,1
4,1,18,1,10,74,1
4,1,52,3,10,55,2
4,1,56,2,10,55,1
3,0,14,4,17,53,0
3,0,19,3,17,53,1
3,0,27,2,17,53,1
3,1,10,1,10,60,0
3,3,24,4,3,55,0
3,4,24,2,3,55,1
3,10,49,0,0,98,0
2,14,15,2,3,51,0
1,7,52,4,3,74,0
1,7,56,3,3,74,1
4,1,49,4,2,72,0
4,1,55,3,1,73,0
4,2,0,2,6,68,0
4,2,32,1,10,64,0
4,3,12,3,6,51,1
4,3,45,2,5,52,0
4,6,21,4,8,79,0
4,6,26,3,8,79,1
4,7,9,2,3,84,0
4,7,41,1,10,77,0
4,8,18,2,2,67,1
4,12,1,0,0,98,0
3,1,42,0,0,85,0
3,1,46,2,1,99,0
3,2,17,1,10,90,0
3,2,59,2,6,80,1
3,3,39,1,10,76,0
2,1,12,1,10,73,1
2,1,47,1,10,61,1
2,2,51,0,0,85,0
2,1,9,0,0,85,0
2,1,23,0,0,85,0
2,1,30,3,9,77,1
3,7,27,1,10,70,0
3,7,52,2,5,63,1
3,8,36,1,10,58,0
1,11,50,2,8,61,2
1,12,22,1,10,59,0
1,12,36,1,10,55,0
4,0,5,1,10,76,0
4,1,47,4,12,61,0
4,1,47,4,7,66,0
4,1,52,3,5,68,0
4,2,0,2,4,69,0
4,2,26,1,10,63,0
4,3,13,2,8,51,0
4,4,3,1,10,58,2
4,5,25,0,0,85,0
4,5,33,3,8,92,1
4,6,18,2,4,96,0
4,6,22,1,4,96,1
4,6,43,4,11,52,0
4,6,47,3,11,52,2
4,7,32,2,10,53,1
4,13,29,4,1,68,1
4,13,35,3,1,68,2
4,14,13,2,10,59,0
4,14,18,1,10,59,2
3,0,1,4,9,69,0
3,0,7,3,9,69,2
3,0,13,2,9,69,1
3,0,18,2,9,69,2
3,1,42,3,6,57,1
3,2,26,2,7,56,0
3,3,8,1,10,53,0
3,5,39,0,0,85,0
3,5,45,2,3,97,1
3,5,50,1,3,97,1
3,5,56,1,10,59,2
3,6,0,3,6,54,1
3,6,22,3,1,59,0
3,7,4,2,7,53,1
3,8,18,4,6,55,0
3,8,22,3,6,55,1
3,9,44,1,10,51,0
2,1,10,3,24,58,0
2,1,16,2,24,58,2
2,1,26,1,10,72,0
2,1,31,1,10,59,1
2,2,36,4,7,73,0
2,2,40,3,7,73,1
2,6,43,4,2,54,1
2,7,24,3,1,55,0
2,8,28,2,3,53,0
2,9,55,0,0,85,0
2,9,59,1,1,99,1
2,10,4,3,7,93,1
2,10,49,2,10,90,0
2,11,32,1,9,91,0
2,12,10,2,8,66,2
2,12,51,1,10,64,0
1,4,16,1,9,91,0
1,4,55,2,3,77,1
1,5,17,1,15,65,1
1,5,45,1,10,70,0
1,6,16,3,4,63,1
1,6,21,2,4,63,1
1,6,55,1,10,57,0
1,7,36,2,3,54,0
1,4,13,4,7,57,0
1,4,19,3,7,57,1
1,4,58,2,10,54,1
1,5,6,1,10,54,1
2,10,46,4,13,58,0
2,11,23,3,4,67,0
2,11,52,2,15,56,0
2,11,59,1,15,56,1
2,12,20,1,10,61,0
1,2,3,0,0,85,0
1,2,7,3,8,90,1
1,2,42,2,12,86,1
1,3,3,2,7,91,0
1,3,40,1,10,88,0
1,4,23,2,8,76,1
1,5,3,1,10,74,0
1,5,38,1,5,52,0
4,0,3,4,1,55,2
4,0,44,4,5,86,1
4,1,6,3,2,89,0
4,1,33,2,2,89,0
4,1,57,1,10,81,1
4,10,39,1,10,86,0
4,14,45,4,2,71,1
4,14,50,3,2,71,2
4,15,0,2,19,54,2
4,15,0,2,14,59,0
3,0,5,1,10,63,1
3,4,44,1,10,61,0
3,6,56,4,6,84,0
3,7,39,3,6,84,1
3,8,3,2,9,81,1
3,8,44,1,10,80,0
3,11,33,0,0,85,0
3,11,40,2,11,75,1
3,12,16,1,10,76,0
3,12,57,2,7,66,1
3,13,34,1,10,63,0
2,0,11,4,2,75,0
2,0,17,3,2,75,1
2,0,38,2,17,60,1
3,9,15,0,0,85,0
3,9,22,2,11,89,1
3,10,2,1,9,91,0
3,10,35,3,14,52,2
3,11,16,2,14,52,0
3,11,50,1,10,56,0
2,0,27,0,0,65,0
2,0,27,0,0,85,0
2,0,33,2,5,81,2
2,0,57,1,10,76,1
2,4,42,2,1,99,0
2,5,22,1,9,91,0
2,5,46,3,9,50,2
2,7,46,0,0,85,0
2,7,49,1,2,98,0
2,8,29,1,10,75,0
2,8,56,3,5,70,0
2,9,26,2,5,70,0
2,10,4,1,5,70,0
2,10,30,1,10,65,0
2,11,3,1,10,55,0
3,0,20,2,10,68,0
3,0,27,1,10,68,2
3,0,48,2,5,62,1
3,1,11,1,10,57,0
3,1,15,3,10,52,1
3,1,19,2,10,52,1
3,1,25,1,10,52,2
3,4,27,4,9,77,0
3,4,31,3,9,77,1
3,4,35,2,9,77,1
3,5,16,1,10,76,0
3,11,29,0,0,85,0
3,11,34,2,10,90,1
3,12,9,1,10,90,0
2,1,0,1,10,83,1
2,1,10,4,4,89,0
2,1,14,3,4,89,1
2,2,0,2,7,86,1
2,2,40,1,10,83,0
2,12,21,0,0,85,0
2,12,28,3,1,99,0
2,12,51,2,1,99,0
2,13,30,1,6,94,0
2,14,13,4,1,93,0
2,15,0,3,2,92,0
1,0,18,2,10,84,0
1,0,22,1,10,84,1
1,1,3,2,1,78,0
1,1,41,1,10,69,0
2,14,10,0,0,85,0
2,14,19,3,5,79,1
2,14,54,2,10,74,0
2,15,0,1,10,74,2
1,0,11,3,3,60,1
1,0,16,2,3,60,1
1,0,51,1,10,53,0
1,2,22,4,12,88,0
1,3,4,3,2,98,0
1,3,39,2,7,93,0
1,12,33,0,0,85,0
1,12,38,2,5,95,0
1,13,9,1,10,90,0
1,13,40,3,3,79,1
1,14,15,2,8,74,1
1,14,49,1,10,72,0
1,0,59,0,0,85,0
1,3,42,4,5,55,0
1,3,47,3,5,55,1
1,4,31,2,9,51,0
1,5,0,1,10,50,0
1,6,39,4,12,80,0
1,7,21,3,5,87,0
1,8,2,2,14,78,1
1,8,38,1,15,77,0
1,8,43,1,10,82,1
1,9,20,3,3,77,1
4,3,36,4,5,70,0
4,4,23,3,6,69,0
4,5,1,2,9,66,0
4,5,37,1,10,65,0
4,5,50,4,14,70,0
4,6,33,3,19,65,0
4,13,18,3,5,71,2
4,13,56,2,8,68,0
4,14,37,1,10,66,0
4,15,0,3,2,60,1
3,0,1,3,7,55,0
3,0,40,2,10,52,0
3,0,45,1,10,52,2
3,5,53,4,10,57,0
3,5,58,3,10,57,1
3,6,44,2,10,57,0
3,6,49,1,10,57,1
3,7,32,4,7,69,1
3,8,15,3,2,74,0
3,8,55,2,4,72,0
3,9,32,1,10,66,0
3,10,8,3,2,62,0
3,10,40,2,10,54,1
3,11,19,1,10,54,0
2,0,36,0,0,75,0
2,0,36,0,0,85,0
2,0,41,1,10,84,1
2,6,41,4,5,89,0
2,6,44,3,5,89,1
2,7,28,2,5,89,0
2,7,36,1,10,84,0
2,8,17,2,1,82,0
2,8,57,1,10,73,0
2,9,9,4,20,74,0
2,9,49,3,5,89,0
2,9,53,2,5,89,1
2,10,31,1,10,84,0
2,14,1,0,0,85,0
2,14,6,2,6,94,1
2,14,43,1,6,94,0
2,14,47,4,12,88,0
2,14,52,3,12,88,1
2,15,0,2,12,88,1
1,0,20,1,7,93,0
1,1,7,2,4,76,0
1,1,48,1,10,70,0
1,2,29,2,10,56,0
1,2,33,1,10,56,2
1,6,31,4,6,50,0
3,8,21,2,4,76,0
3,8,48,1,10,70,0
3,9,23,1,10,55,0
3,12,42,4,10,55,0
3,13,22,3,10,55,0
3,13,25,2,10,55,1
3,13,28,1,10,55,1
3,14,0,3,1,52,0
3,11,13,4,6,63,0
3,11,18,3,6,63,1
3,11,37,3,1,68,0
4,7,15,2,19,65,0
4,7,20,2,9,75,2
4,8,24,3,8,62,1
4,9,7,2,10,60,0
4,9,12,1,10,60,1
4,11,30,0,0,85,0
4,11,34,1,1,99,1
4,11,59,3,7,92,1
4,12,31,2,8,91,0
1,10,6,2,11,69,1
1,10,45,1,10,70,0
1,11,39,4,4,80,0
1,12,24,3,7,77,1
1,12,30,2,7,77,2
1,13,9,1,10,74,1
4,0,33,1,9,91,0
4,1,19,3,4,82,0
4,2,0,2,10,76,0
1,13,32,1,10,62,0
1,13,51,2,4,53,1
4,0,59,0,0,98,0
4,1,5,1,10,80,2
4,1,29,3,2,75,1
4,1,55,2,10,67,1
4,2,0,1,10,67,2
4,2,9,2,1,53,1
1,2,56,1,20,61,1
1,3,21,1,10,71,0
1,7,33,4,6,56,0
1,8,50,1,10,52,0
1,14,46,0,0,85,0
4,0,45,4,10,84,1
4,0,50,3,10,84,2
4,0,55,2,10,84,2
4,0,59,1,10,84,1
4,1,8,2,3,80,2
4,1,34,1,10,73,0
4,2,0,2,7,50,2
4,13,10,1,10,89,0
1,8,40,2,3,74,0
1,9,18,1,10,67,0
1,11,7,0,0,85,0
1,11,13,1,1,99,0
1,11,34,1,10,57,2
5,0,4,2,10,76,0
5,0,5,1,10,76,0
5,0,31,2,2,69,0
5,0,50,1,10,61,1
2,6,14,0,0,85,0
2,6,28,1,10,56,0
2,10,23,0,0,85,0
5,3,10,4,1,71,0
5,3,26,3,2,70,0
5,4,10,2,2,70,0
5,4,48,1,10,62,0
5,4,52,3,6,55,1
5,5,34,1,10,51,0
5,5,49,2,5,86,1
5,6,31,1,10,81,0
5,7,6,1,10,68,1
4,0,6,3,2,71,0
4,0,18,1,10,63,1
4,0,25,2,4,58,1
4,0,49,1,10,52,1
4,13,52,1,10,78,1
4,14,30,2,1,75,0
4,14,54,1,10,66,1
3,0,43,4,17,79,0
3,1,13,3,18,78,1
3,1,13,3,13,83,0
3,1,18,2,13,83,2
3,2,0,1,10,86,0
3,2,42,2,4,82,0
3,3,21,1,10,76,0
3,4,2,2,7,65,0
3,4,36,1,10,62,1
3,5,11,2,8,53,0
3,5,41,1,10,51,0
2,1,52,0,0,85,0
2,2,0,3,9,89,0
2,2,37,2,5,93,0
2,3,26,1,10,88,0
2,3,45,4,7,62,0
2,3,52,3,7,62,1
2,4,24,2,7,62,1
2,5,2,1,10,59,1
2,5,32,4,2,55,0
2,5,36,3,2,55,1
2,6,19,2,2,55,0
2,9,51,4,26,59,0
2,9,57,3,26,59,2
2,10,39,2,13,72,0
2,11,18,1,10,75,0
2,11,51,3,3,55,1
2,14,54,4,3,97,1
2,15,0,3,3,97,1
1,0,12,2,8,92,0
1,0,55,1,9,91,0
1,1,25,3,5,82,1
1,1,54,2,5,82,1
1,2,30,1,10,77,0
1,2,59,4,3,65,1
1,3,5,3,3,65,1
1,3,49,2,10,58,1
1,3,54,1,10,58,1
1,6,49,4,6,71,0
1,7,34,3,11,66,0
1,7,39,2,11,66,1
1,8,15,1,10,67,0
1,8,49,2,3,61,1
1,9,27,1,10,54,0
1,10,37,2,9,91,1
1,10,41,1,9,91,1
1,11,10,2,5,79,1
1,11,52,1,10,74,0
1,12,26,3,10,51,2
1,12,32,2,10,51,2
1,13,6,1,10,51,0
4,0,3,3,5,66,0
4,0,6,2,5,66,1
4,0,10,1,10,61,1
4,0,23,0,0,98,0
4,0,29,1,10,77,2
4,0,53,2,10,57,2
4,0,59,1,10,57,2
4,1,27,4,7,71,1
4,1,36,3,2,76,0
4,1,42,2,7,71,0
4,1,48,1,10,68,0
4,3,19,4,8,79,0
4,3,24,3,8,79,2
4,3,30,2,8,79,1
4,4,11,1,10,77,0
4,6,26,0,0,85,0
4,7,6,2,3,85,0
3,10,2,1,10,58,0
3,0,2,0,0,98,0
3,0,6,4,2,98,0
3,0,48,3,1,99,0
3,1,23,2,5,95,0
3,14,13,0,0,85,0
2,1,29,4,7,64,0
2,1,34,3,7,64,1
2,1,49,2,10,61,0
2,1,54,1,10,61,1
2,0,5,3,12,71,0
2,0,9,2,20,63,1
2,0,15,2,10,73,1
2,0,15,1,10,73,0
2,0,28,2,5,67,1
2,0,48,1,12,60,1
2,0,56,1,10,62,1
2,1,17,2,4,56,1
2,1,21,1,10,50,1
2,1,35,4,10,82,0
2,1,42,3,2,90,0
2,1,46,2,4,88,0
2,1,51,1,10,82,1
2,6,54,4,6,53,0
2,7,44,3,9,50,1
3,1,58,1,6,94,0
3,2,9,1,1,99,0
3,2,22,2,7,83,0
3,2,51,1,10,80,0
3,3,25,1,10,68,0
3,4,1,1,10,54,0
3,7,1,0,0,85,0
3,7,8,1,10,88,1
3,7,43,3,8,76,1
3,7,48,2,8,76,1
3,8,24,1,10,74,0
3,8,44,1,10,61,1
3,9,41,4,9,91,0
3,9,46,3,9,91,1
3,9,53,2,9,91,1
3,10,31,1,10,90,0
3,11,14,3,7,79,1
3,11,20,2,7,79,2
3,11,43,1,10,76,0
3,11,47,2,9,71,1
3,12,23,1,10,70,0
2,0,2,2,3,92,0
2,0,10,1,10,85,1
2,0,17,2,1,83,1
2,0,36,1,10,74,1
2,1,54,0,0,85,0
2,2,0,3,7,78,2
2,2,25,2,10,75,0
2,2,32,1,10,75,1
2,8,8,0,0,85,0
2,8,15,2,3,77,1
2,8,56,1,10,70,0
2,9,25,3,12,50,2
2,10,7,2,8,54,0
2,10,40,1,10,52,0
2,13,39,4,4,60,0
2,13,44,3,4,60,1
2,14,20,2,10,54,0
2,14,27,1,10,54,2
1,0,32,0,0,85,0
1,0,37,3,1,99,1
1,1,23,2,3,97,0
1,1,28,1,3,97,1
1,2,13,3,1,95,0
1,2,57,2,8,88,1
1,3,35,1,10,86,0
1,6,58,4,6,52,0
1,7,3,3,6,52,1
1,7,8,2,6,52,1
1,9,25,0,0,85,0
1,9,33,2,1,99,1
1,10,13,1,10,90,0
1,10,38,1,15,53,1
1,10,52,1,10,58,0
1,12,8,4,6,61,0
1,12,12,3,6,61,1
2,1,33,2,9,77,1
2,2,0,1,10,76,0
2,3,39,0,0,85,0
2,4,28,1,10,88,1
2,7,46,4,3,97,0
2,8,31,3,13,87,1
2,8,38,2,13,87,1
2,9,19,1,13,87,0
2,9,32,1,8,92,0
2,10,5,1,10,56,0
2,13,9,0,0,85,0
2,13,16,1,10,60,2
4,4,15,4,10,67,1
4,4,20,3,10,67,2
1,4,34,4,6,85,0
1,4,39,3,6,85,1
1,5,14,2,12,79,0
1,5,46,1,10,81,0
1,6,7,1,10,81,0
1,6,50,4,1,78,0
1,7,30,3,7,72,1
1,7,34,2,7,72,1
1,8,6,1,10,69,0
1,8,47,3,1,67,0
1,8,50,3,6,62,1
1,9,13,2,10,58,0
1,9,46,1,10,58,0
1,12,9,4,5,67,0
1,12,52,3,9,63,1
1,12,58,2,9,63,1
2,8,30,4,2,84,0
2,9,9,3,2,84,1
2,9,46,2,7,79,0
2,10,25,1,10,76,0
2,11,5,2,7,60,0
2,11,46,1,10,57,0
1,0,35,0,0,85,0
1,0,45,2,8,87,0
1,1,14,1,10,85,1
1,1,55,3,10,74,1
1,1,58,2,10,74,1
1,2,44,1,10,74,0
1,3,19,2,13,60,1
1,3,32,2,8,65,0
1,4,11,1,10,63,0
1,6,53,0,0,85,0
1,7,2,2,5,66,1
1,7,48,1,10,61,1
4,2,7,4,26,52,0
4,2,13,3,26,52,1
4,2,52,2,15,63,0
4,2,56,1,15,63,1
4,3,1,1,10,68,2
4,3,52,4,9,60,0
4,3,57,3,9,60,1
4,4,4,2,9,60,1
4,4,46,1,10,59,0
4,5,49,0,0,98,0
4,5,58,1,10,75,2
4,6,32,2,10,54,2
4,6,58,1,10,54,1
4,7,56,0,0,98,0
4,8,3,3,8,83,1
4,8,9,2,8,83,1
4,8,44,1,10,81,1
4,9,51,2,2,73,0
4,10,27,1,10,65,1
4,13,45,4,10,57,0
4,13,51,3,10,57,1
4,14,0,2,10,57,2
3,5,5,4,10,84,0
3,5,11,3,10,84,2
3,5,14,2,10,84,1
3,5,21,1,10,84,2
3,5,57,3,3,77,0
3,6,41,2,8,72,1
1,12,16,2,6,61,1
1,12,42,1,10,57,0
4,1,30,4,10,70,2
4,1,34,3,10,70,1
4,1,39,2,10,70,1
4,1,40,1,10,70,1
4,2,0,1,10,60,1
4,2,8,2,5,51,1
4,2,49,4,7,85,0
4,2,49,4,2,90,0
4,2,52,3,2,90,1
4,3,37,2,11,81,1
4,4,20,1,10,82,0
4,5,0,3,2,73,1
4,5,43,2,8,67,0
4,6,19,1,10,65,0
2,1,17,4,3,77,0
2,2,0,3,9,71,1
2,2,34,2,18,62,1
2,3,17,1,10,70,0
3,13,14,4,1,77,1
3,13,54,3,5,73,1
3,13,57,2,5,73,1
3,14,27,1,10,68,0
2,0,8,0,0,85,0
2,0,12,1,10,90,1
1,6,3,1,10,73,0
1,6,33,2,15,56,1
1,7,14,1,10,61,0
1,7,35,3,6,56,0
1,8,16,2,5,57,0
1,11,17,4,14,81,0
1,11,23,3,14,81,1
1,11,29,2,14,81,2
1,12,6,1,10,85,0
1,12,42,1,10,75,0
1,13,15,2,2,71,1
1,13,41,1,10,63,1
4,0,29,4,8,52,0
4,1,16,3,10,50,0
4,2,0,2,6,54,0
4,2,40,1,10,50,0
4,7,39,4,5,83,0
4,7,44,3,5,83,1
4,8,27,2,6,82,0
4,9,9,1,10,78,0
4,14,52,0,0,85,0
4,14,55,1,1,99,0
4,15,0,1,10,66,2
3,1,46,4,8,65,0
3,1,49,3,8,65,2
3,1,58,2,8,65,1
3,2,39,1,10,63,0
3,5,21,0,0,98,0
3,5,26,3,3,85,1
3,6,8,2,6,82,1
3,6,49,1,15,73,0
3,7,16,1,10,78,0
3,7,28,3,11,64,1
3,7,35,2,11,64,2
3,8,16,1,10,65,0
4,12,31,3,5,65,0
4,12,36,2,5,65,1
4,13,11,1,10,60,0
3,7,54,4,7,93,0
3,7,57,3,7,93,1
3,8,2,2,7,93,1
3,8,42,1,10,90,0
3,9,19,2,13,77,1
3,10,3,1,10,80,0
3,10,39,1,10,69,0
3,11,10,2,8,59,1
3,11,43,1,10,57,0
3,11,51,0,0,98,0
2,8,46,2,8,51,1
2,11,9,0,0,85,0
2,11,13,2,8,92,1
2,11,56,1,9,91,0
2,12,0,3,5,86,1
2,12,42,2,7,84,1
2,13,11,1,10,81,0
2,13,15,2,9,76,1
2,14,19,3,3,68,0
2,14,58,2,10,61,0
2,15,0,1,10,61,1
1,0,36,4,4,56,0
1,0,41,3,4,56,1
1,1,55,1,10,50,0
1,12,56,1,10,55,1
4,0,2,4,14,86,1
4,0,2,4,9,91,0
4,0,5,3,9,91,1
4,0,8,2,9,91,1
4,0,9,1,9,91,0
4,0,27,2,4,78,1
4,0,51,1,10,72,1
4,1,14,2,4,57,1
1,9,32,4,16,81,0
1,9,35,3,16,81,1
1,10,5,2,19,78,1
1,10,34,1,20,77,0
1,10,52,1,15,82,0
1,11,8,1,10,87,0
1,11,41,2,6,75,0
1,12,14,1,10,71,0
1,12,50,1,10,59,0
1,13,32,2,9,50,0
4,0,4,2,2,98,0
4,0,8,1,2,98,1
4,0,13,4,1,96,1
4,0,19,3,1,96,1
4,0,19,3,4,93,0
4,0,28,2,10,87,1
4,0,32,1,10,87,1
4,0,56,4,10,75,1
4,1,3,3,10,75,1
4,1,9,2,10,75,2
4,1,14,1,10,75,1
4,1,21,3,5,66,1
4,1,25,2,10,61,1
4,1,29,1,10,61,2
4,2,32,4,8,57,0
4,2,32,4,3,62,0
4,3,23,3,14,51,1
4,3,28,2,14,51,1
4,3,28,2,9,56,0
4,4,17,1,10,55,0
4,5,3,3,1,51,1
4,9,24,4,6,51,0
4,9,34,3,6,51,2
4,11,58,0,0,98,0
4,12,2,2,1,97,0
4,12,38,1,10,88,0
4,13,15,1,10,67,2
4,13,42,2,6,52,1
3,1,26,4,16,71,0
3,1,31,4,21,66,0
3,2,15,3,20,67,0
3,2,21,3,10,77,2
3,2,26,2,10,77,2
3,3,4,1,10,77,0
3,3,44,2,10,67,1
3,4,25,1,10,67,0
3,5,12,1,10,51,0
3,7,17,2,10,89,2
3,7,21,1,10,89,1
3,7,51,1,10,74,1
3,8,36,2,10,60,0
3,8,41,1,10,60,1
3,9,18,2,1,54,0
3,11,50,0,0,85,0
3,11,54,1,10,87,0
3,12,38,1,10,75,1
2,10,28,1,9,91,1
2,11,6,2,7,82,1
2,11,34,1,10,79,0
1,0,56,4,14,51,0
1,1,31,3,5,60,0
1,2,16,2,7,58,0
1,2,58,1,10,55,0
1,4,47,4,2,88,0
1,5,33,3,19,71,1
1,6,20,2,26,64,1
1,6,26,2,16,74,1
1,6,32,2,6,84,1
1,7,14,1,20,70,1
1,7,48,1,10,80,1
1,9,19,0,0,85,0
1,9,23,1,3,97,1
1,10,4,1,10,87,0
1,10,31,3,1,85,1
1,11,6,2,8,78,1
1,11,48,1,24,62,1
1,12,16,1,10,76,1
1,12,56,1,10,61,0
4,1,43,0,0,85,0
4,1,47,3,1,99,0
4,1,51,2,1,99,0
4,1,56,1,1,99,1
4,2,0,2,10,87,1
4,2,5,1,10,87,1
4,2,49,1,10,73,0
4,2,54,1,10,57,2
4,3,47,2,10,85,1
4,4,27,1,10,85,0
4,5,11,2,10,61,2
4,5,56,1,10,61,0
1,8,41,2,8,87,1
1,9,17,1,10,85,0
1,11,50,4,3,58,0
1,12,31,3,6,55,1
1,13,10,2,10,51,0
1,13,16,1,10,51,2
4,0,22,4,4,65,0
4,0,26,3,4,65,2
4,0,59,2,10,59,1
4,1,5,1,10,59,1
3,4,6,3,10,53,1
3,5,30,1,10,53,0
3,8,1,4,1,66,0
3,8,45,3,1,66,0
3,9,26,2,11,56,1
3,9,57,1,10,57,0
3,11,36,4,2,96,0
3,11,42,3,2,96,1
3,12,22,2,10,88,0
3,12,30,1,10,88,1
3,13,19,2,8,61,2
3,13,56,1,10,59,0
2,0,24,3,1,91,1
2,0,32,2,10,82,1
2,0,37,1,10,82,2
2,1,12,2,4,69,1
2,1,31,1,10,63,1
2,2,0,4,1,60,0
2,2,12,3,11,50,1
4,12,42,0,0,85,0
4,12,46,2,6,93,0
4,13,32,1,10,89,0
4,14,57,4,9,72,0
4,15,0,3,9,72,2
3,0,4,2,10,71,1
3,0,7,1,10,71,1
3,0,58,0,0,85,0
3,1,4,1,5,95,0
3,1,9,3,9,82,1
3,1,53,2,12,79,1
3,2,34,1,10,81,0
3,3,15,1,10,62,1
3,3,58,4,4,56,1
3,4,43,3,9,51,1
3,4,49,2,9,51,1
3,5,28,1,10,50,0
3,8,46,0,0,85,0
3,8,54,4,1,99,1
3,9,7,3,1,99,0
3,9,45,2,2,98,0
3,10,33,1,8,92,0
3,11,9,1,10,72,0
3,11,53,1,10,55,2
2,0,2,3,9,52,1
2,0,7,2,10,51,1
2,0,12,1,10,51,2
2,0,21,4,4,61,1
2,0,28,3,4,61,1
2,0,33,2,4,61,2
2,0,41,1,10,55,1
4,2,29,1,10,76,0
4,4,1,0,0,85,0
4,7,10,0,0,85,0
4,7,18,1,10,59,0
4,9,50,0,0,85,0
4,9,57,2,8,88,1
2,9,17,0,0,85,0
2,9,24,1,10,85,1
2,10,4,2,6,73,0
2,11,31,2,7,56,1
2,12,17,1,10,53,0
1,0,10,4,3,55,0
1,0,14,3,3,55,1
1,0,59,2,4,54,0
1,2,5,4,4,63,1
1,2,12,3,4,63,1
1,2,52,2,6,61,0
1,3,30,1,10,57,0
1,3,50,1,15,52,0
1,4,4,1,10,57,1
1,5,56,4,2,67,2
1,6,39,3,1,68,0
1,7,21,2,5,64,0
1,7,52,1,10,59,0
1,10,7,4,8,75,0
1,10,13,3,8,75,1
1,10,52,2,10,73,0
1,10,57,1,10,73,2
1,11,44,3,8,61,1
2,0,44,1,10,67,0
2,1,9,1,10,56,1
2,2,14,0,0,85,0
2,2,18,2,17,82,2
2,2,24,2,17,82,1
2,3,9,1,10,89,0
2,3,53,2,7,64,0
2,4,34,1,10,61,0
4,7,32,1,10,78,0
4,8,13,2,7,61,1
4,8,52,1,10,58,0
4,11,54,0,0,85,0
3,5,58,0,0,85,0
3,6,54,0,0,85,0
3,6,59,1,10,89,1
3,7,45,1,10,79,1
3,8,26,2,1,74,0
3,9,9,1,10,65,1
3,9,16,3,8,60,2
3,9,22,2,8,60,1
4,2,4,2,6,73,1
4,2,39,1,10,69,0
4,4,43,4,7,53,0
4,5,22,2,10,50,0
4,6,23,1,10,50,0
4,10,3,4,5,95,0
4,10,7,3,5,95,1
4,10,13,2,5,95,1
4,10,53,1,6,94,0
4,11,36,2,10,70,2
4,12,12,1,10,70,0
3,0,14,4,8,88,0
3,0,19,3,8,88,1
3,1,0,2,4,92,0
3,1,20,1,10,86,0
3,1,36,3,4,83,1
3,2,20,2,14,73,1
3,2,54,1,15,72,0
3,3,13,1,10,77,0
3,3,33,2,1,72,0
3,4,6,1,10,63,1
3,5,51,4,20,59,0
3,5,56,3,20,59,2
3,6,41,2,22,57,0
3,7,46,1,10,69,0
3,10,50,2,2,55,0
3,13,34,1,10,50,2
2,0,25,3,10,59,2
2,0,29,2,10,59,1
2,0,34,1,10,59,1
2,1,44,0,0,85,0
2,4,2,2,9,51,0
2,4,48,1,10,50,0
2,7,9,4,13,53,0
2,7,9,4,8,58,0
2,7,14,3,8,58,1
2,7,44,2,11,55,1
2,8,16,1,10,56,0
2,9,44,4,3,50,0
2,10,24,3,2,51,0
1,0,34,0,0,85,0
1,0,40,2,3,97,1
1,1,21,1,5,95,0
1,2,7,2,8,82,1
1,2,39,1,10,80,0
1,2,53,2,20,61,2
2,2,53,2,10,51,1
2,3,26,1,10,51,0
2,4,14,0,0,85,0
2,4,20,1,3,97,0
2,4,24,1,7,93,1
2,5,9,2,6,80,1
2,5,50,1,10,76,0
2,8,24,0,0,85,0
2,8,27,3,2,98,1
2,8,31,2,2,98,1
2,8,35,1,2,98,1
2,9,20,3,2,95,1
2,9,43,2,7,90,1
2,10,24,1,10,87,0
2,11,7,2,2,85,0
2,11,36,1,5,82,0
2,11,49,1,10,77,1
2,12,21,2,5,67,1
2,12,55,1,10,62,0
2,13,16,2,4,57,0
2,13,53,1,10,51,0
2,14,34,4,1,50,0
2,6,0,3,7,59,0
2,6,42,2,11,55,0
2,7,21,1,10,56,1
2,9,20,0,0,85,0
4,3,22,2,7,85,0
4,4,4,1,10,82,0
4,4,50,3,1,81,0
4,5,36,2,4,78,0
4,6,12,1,10,72,0
4,6,18,2,4,57,2
4,6,55,1,10,51,0
4,8,22,1,10,55,2
4,9,8,2,2,52,0
4,13,14,4,6,80,1
4,13,59,3,7,79,0
4,14,23,2,9,77,0
4,15,0,1,10,76,0
3,0,39,3,10,62,1
3,0,44,2,10,62,1
3,0,50,1,10,62,1
3,1,24,3,1,58,0
3,5,13,0,0,85,0
3,5,18,3,8,80,1
3,6,4,2,10,78,1
3,6,9,1,10,78,2
3,6,41,1,10,67,1
